#OTU ID,WAS_76,R1_76,R2_76,R3_76,WAS_121,R1_121,R2_121,R3_121,WAS_160,R1_160,R2_160,R3_160,WAS_196,R1_196,R2_196,R3_196
e1e0c2fa073768b6915b5ebeefaf8bde,0,0,0,0,0,0.001545759,0.00160842,0.001922766,0,0,0,0,0,0,0,0
1a1a71faa8c6f18e5fb9edbb3e9bc93f,0,0,0,0,0.002923571,0.001524584,0.001905628,0.001976675,0,0,0,0,0,0,0,0
d825f7c0c4334f7bb2adea1f4f5dd39e,0,0,0,0,0,0.001524584,0.00068183,0.001078186,0,0,0,0,0,0,0,0
17331cc36595d8bed9a46d76e1196bca,0,0,0,0,0,0.001503409,0.001381143,0.001365703,0,0,0,0,0,0,0,0
66c4ab49109db66ab3f1b84dbe8c428b,0,0,0,0,0.001496425,0.001503409,0.001328695,0.001545401,0,0,0,0,0,0,0,0
fad89a766b07e36c61a77e91b7f4a8eb,0,0,0,0,0.000637366,0.001482234,0.001188832,0.001509461,0,0,0,0,0,0,0,0
1ab80c1a69c998fc43db4380fbee3515,0,0,0,0,0.002549465,0.00146106,0.001223798,0.000898489,0,0,0,0,0,0,0,0
a3a08d988881423d7e560ff2d1c139e5,0,0,0,0,0,0.00146106,0.001888145,0.001976675,0,0,0,0,0,0,0,0
d376e4a5ce927418fb731cea942ef24f,0,0,0,0,0.002258494,0.00146106,0.00136366,0.001311794,0,0,0,0,0,0,0,0
7aef26677ff7c1f1c6409b332c72755f,0,0,0,0,0.001551848,0.001439885,0.001276246,0.001221945,0,0,0,0,0,0,0,0
99303eae37ea3f88c26d4417cb54e25b,0,0,0,0,0.009754475,0.001439885,0.00136366,0.001401642,0,0,0,0,0,0,0,0
bb494d99dbbb3adc3ab74cafb88f50a3,0,0,0,0,0,0.001439885,0.001293729,0.001078186,0,0,0,0,0,0,0,0
5e9f50bf0c18edac5142a304f157ec60,0,0,0,0,0.001953666,0.00141871,0.000891624,0.000952398,0,0,0,0,0,0,0,0
6c229eafd9389c8ae07c791ab7e1345f,0,0,0,0,0,0.00141871,0.001276246,0.001203975,0,0,0,0,0,0,0,0
8905b0970dc158028c6ee2e7a2a0c3cf,0,0,0,0,0,0.00141871,0.001188832,0.001743068,0,0,0,0,0,0,0,0
aaf120cfc359609d938880277486eb53,0,0,0,0,0.005764008,0.00141871,0.001118901,0.001096156,0,0,0,0,0,0,0,0
15a434714a398d753d8eaa15f22c6ae1,0,0,0,0,0,0.001397535,0.001014004,0.000952398,0,0,0,0,0,0,0,0
1b18fcf580992e0caf0b9f817a3f6a2d,0,0,0,0,0,0.001397535,0.001590937,0.00163525,0,0,0,0,0,0,0,0
89bcb5e709bfadb0e59df9b55105c5ab,0,0,0,0,0.002313917,0.001397535,0.001048969,0.001491491,0,0,0,0,0,0,0,0
fbf3e766c67de7b668ad9104264893f1,0,0,0,0,0.004253727,0.001397535,0.000489519,0.000628942,0,0,0,0,0,0,0,0
4d051b31458d0a6e2b568b3f87e8b145,0,0,0,0,0,0.00137636,0.001398626,0.001958705,0,0,0,0,0,0,0,0
30d2954397c0bbaeefedec58d9210c9e,0,0,0,0,0.000651222,0.001355186,0.000961555,0.001275854,0,0,0,0,0,0,0,0
47b937b5fc89666b5c72574020074d9e,0,0,0,0,0,0.001355186,0.000786727,0.000862549,0,0,0,0,0,0,0,0
af5d4bdb330fa750390b67df9b9a07b5,0,0,0,0,0.004766391,0.001355186,0.001311212,0.001096156,0,0,0,0,0,0,0,0
a569958bfba4578aea73d8843b66f11f,0,0,0,0,0.001371723,0.001334011,0.000874141,0.000862549,0,0,0,0,0,0,0,0
a7ebaaa00bda909dbb0ff95b400ee050,0,0,0,0,0.001441002,0.001312836,0.001835696,0.001257884,0,0,0,0,0,0,0,0
4aa51e883b0f4ffcb62350b80ba22562,0,0,0,0,0,0.001291661,0.001118901,0.001221945,0,0,0,0,0,0,0,0
aa4dfa202e9ba917d2b7a740989ae0c6,0,0,0,0,0,0.001291661,0.000996521,0.001365703,0,0,0,0,0,0,0,0
f1b9c288ca6f9805b69a976939047763,0,0,0,0,0.000817492,0.001291661,0.001328695,0.001365703,0,0,0,0,0,0,0,0
447d9069725ef962824df2f728b666ef,0,0,0,0,0.001524137,0.001270487,0.000716796,0.000736761,0,0,0,0,0,0,0,0
589414ab4744be4dff4d6bb722084a65,0,0,0,0,0.00325611,0.001270487,0.00148604,0.001473522,0,0,0,0,0,0,0,0
83c851857ebba53cf94c3a2d9bcc35e0,0,0,0,0,0,0.001270487,0.001206315,0.001671189,0,0,0,0,0,0,0,0
0cba1bc54b12a9295714ccf4e5f73ca4,0,0,0,0,0,0.001249312,0.000646864,0.001150066,0,0,0,0,0,0,0,0
67ea12e39fc948ed411d4e86f1394857,0,0,0,0,0,0.001249312,0.003688876,0.003737713,0,0,0,0,0,0,0,0
e9e8887819faaa9b0c0edd18989f516f,0,0,0,0,0.000637366,0.001249312,0.001171349,0.00082661,0,0,0,0,0,0,0,0
15135c3644ac9385daa2439e5c82dd17,0,0,0,0,0.00289586,0.001228137,0.001066452,0.001078186,0,0,0,0,0,0,0,0
5885ece41a4e5adf5f66167b64cf8fbd,0,0,0,0,0.002092224,0.001228137,0,0,0,0,0,0,0,0,0,0
c513db3960289a61628a5df02c1dd4ae,0,0,0,0,0,0.001228137,0.001398626,0.001419612,0,0,0,0,0,0,0,0
844dd06fd5236bbf91655afc52ef4abf,0,0,0,0,0,0.001206962,0.000472036,0,0,0,0,0,0,0,0,0
167434a287d5485341c00d9bbaccf705,0,0,0,0,0,0.001185787,0.001993042,0.002156373,0,0,0,0,0,0,0,0
96bb0455474443418a7622b53efa4998,0,0,0,0,0,0.001185787,0.001783248,0.002551708,0,0,0,0,0,0,0,0
dff862ed56105642f5613c2bceaef590,0,0,0,0,0,0.001185787,0.001066452,0.002318101,0,0,0,0,0,0,0,0
2ac49d9b53643a3ea90549505c433601,0,0,0,0,0.004558555,0.001164613,0.001468557,0.001437582,0,0,0,0,0,0,0,0
7cc0fe6df4764db92c0e996abdf662e1,0,0,0,0,0.002272349,0.001164613,0.001066452,0.000970368,0,0,0,0,0,0,0,0
e3bb5ed2e83735f886ebc53975e73c52,0,0,0,0,0.001953666,0.001164613,0.001206315,0.001186005,0,0,0,0,0,0,0,0
4c2b93b66c5c45551e45b8283fe90641,0,0,0,0,0.000969905,0.001143438,0.000909107,0.000862549,0,0,0,0,0,0,0,0
d26f1767cc8f400cbb917449678aa213,0,0,0,0,0.000304827,0.001143438,0.000839176,0.000934428,0,0,0,0,0,0,0,0
07347d0defe2523038abc764ca0432de,0,0,0,0,0.000665078,0.001122263,0.000874141,0.000682851,0,0,0,0,0,0,0,0
3e51ebeb6ee6ec13042d5cff63015349,0,0,0,0,0,0.001122263,0.001416109,0.000988338,0,0,0,0,0,0,0,0
8b81635a70ceea49305f0fbd8b35f6cb,0,0,0,0,0.001621127,0.001122263,0.001258763,0.00156337,0,0,0,0,0,0,0,0
97cd8e7c07bcaf8baef030c64237b14f,0,0,0,0,0,0.001122263,0.000716796,0.000880519,0,0,0,0,0,0,0,0
e16af96b445d6344164b35d1523ca726,0,0,0,0,0.003214543,0.001122263,0.001276246,0.001365703,0,0,0,0,0,0,0,0
eed62bb9ae75a28dae8cfae9955240c7,0,0,0,0,0.001399435,0.001122263,0.000996521,0.000970368,0,0,0,0,0,0,0,0
1c80a1ed7100fed87af8e722b406e26b,0,0,0,0,0,0.001101088,0.001206315,0.001096156,0,0,0,0,0,0,0,0
7ae0f472beafd24cc640a0f1ccb2340c,0,0,0,0,0.0013163,0.001101088,0.000454553,0.000593003,0,0,0,0,0,0,0,0
a338c40db4bbf5f9043df6b649c4bb6d,0,0,0,0,0,0.001101088,0.000786727,0.000754731,0,0,0,0,0,0,0,0
baa223ce4576680fc66c4a09cb55eca0,0,0,0,0,0,0.001101088,0.002552492,0.001365703,0,0,0,0,0,0,0,0
d2d8884f80e519a5b828652df1a3e266,0,0,0,0,0.000983761,0.001101088,0.000856658,0.001132096,0,0,0,0,0,0,0,0
f2c97681c55133159e60489de41aa354,0,0,0,0,0.002757302,0.001101088,0.001083935,0.001239914,0,0,0,0,0,0,0,0
7990d9f711170669fd5d912f128e6333,0,0,0,0,0.00088677,0.001079914,0.00124128,0.001239914,0,0,0,0,0,0,0,0
d0c71c9fc4952cb13d701c9f74a81d86,0,0,0,0,0.001690406,0.001079914,0.001398626,0.001221945,0,0,0,0,0,0,0,0
4b74903fce355fa7ceee65f0f8f36b42,0,0,0,0,0.003505515,0.001058739,0,0.00082661,0,0,0,0,0,0,0,0
6e1d95dd641d8f34af62ded2355ea8d4,0,0,0,0,0.000457241,0.001058739,0.000979038,0.0007727,0,0,0,0,0,0,0,0
9428e0e25950926115c59d98af1001f1,0,0,0,0,0,0.001058739,0.000874141,0.000593003,0,0,0,0,0,0,0,0
d9d7db4121fe044ba9432a5b4f05c95b,0,0,0,0,0,0.001058739,0.001521006,0.001455552,0,0,0,0,0,0,0,0
00a9fc314c5182d3ca254fc32be60ccd,0,0,0,0,0.001912099,0.001037564,0.000996521,0.001132096,0,0,0,0,0,0,0,0
50d5685e2ada0d743f80e946f75e0821,0,0,0,0,0,0.001037564,0.000769244,0.001024277,0,0,0,0,0,0,0,0
7cc3f627622c2c91f20faf45373659c0,0,0,0,0,0,0.001037564,0.000786727,0.000934428,0,0,0,0,0,0,0,0
9207cdc6823f65f85c6eaa9baf4ad49c,0,0,0,0,0,0.001037564,0.001276246,0.001383673,0,0,0,0,0,0,0,0
c6565c41af253e4e4a205e322b0c688d,0,0,0,0,0.002701879,0.001037564,0.001066452,0.001078186,0,0,0,0,0,0,0,0
c9f6ba05332bed86bc6a1e3257b4bd36,0,0,0,0,0,0.001037564,0.001206315,0.001078186,0,0,0,0,0,0,0,0
ea806673726ca6b2602c0f1f0d9ba655,0,0,0,0,0.000374106,0.001037564,0.000944072,0.000970368,0,0,0,0,0,0,0,0
f4a0ef40251a5b59ff5cce359265ddad,0,0,0,0,0,0.001037564,0.001328695,0.001221945,0,0,0,0,0,0,0,0
f7ff3c7f88b16294b938b8ce48ece50a,0,0,0,0,0.001205454,0.001037564,0.001083935,0.000916459,0,0,0,0,0,0,0,0
01632a5e1fb6921468cd17227bab11ba,0,0,0,0,0,0.001016389,0.000751761,0.000575033,0,0,0,0,0,0,0,0
6e7c4666812d6dac42097b044bd875d2,0,0,0,0,0.001482569,0.001016389,0.000629382,0.000970368,0,0,0,0,0,0,0,0
8b6b5864e517cbadf705eb5717fddeff,0,0,0,0,0.001427146,0.001016389,0.001153866,0.000988338,0,0,0,0,0,0,0,0
f83394ba03211953dbfb2c490a9d0064,0,0,0,0,0.00115003,0.001016389,0.001293729,0.001509461,0,0,0,0,0,0,0,0
0d76e7f5d77577d7f68513cc85967d6f,0,0,0,0,0,0.000995215,0,0,0,0,0,0,0,0,0,0
5270fece29b5bcaf3625a450744e8343,0,0,0,0,0.001551848,0.000995215,0.001311212,0.001203975,0,0,0,0,0,0,0,0
