Wavenumber,BC,HC,WAS,R1,R2,R3
1485.426000,0.090282,0.093827,0.069075,0.059686,0.062830,0.043899
1485.908000,0.090340,0.093889,0.069385,0.059921,0.063076,0.044119
1486.390000,0.090395,0.093951,0.069723,0.060181,0.063348,0.044354
1486.872000,0.090449,0.094013,0.070077,0.060455,0.063636,0.044599
1487.354000,0.090501,0.094074,0.070455,0.060745,0.063945,0.044854
1487.836000,0.090555,0.094137,0.070848,0.061043,0.064266,0.045113
1488.319000,0.090610,0.094200,0.071265,0.061356,0.064607,0.045376
1488.801000,0.090666,0.094262,0.071697,0.061675,0.064960,0.045636
1489.283000,0.090720,0.094324,0.072154,0.062004,0.065326,0.045889
1489.765000,0.090777,0.094387,0.072622,0.062332,0.065691,0.046127
1490.247000,0.090836,0.094456,0.073108,0.062662,0.066056,0.046351
1490.729000,0.090909,0.094540,0.073600,0.062984,0.066406,0.046563
1491.211000,0.090999,0.094644,0.074103,0.063307,0.066750,0.046771
1491.693000,0.091115,0.094774,0.074606,0.063626,0.067083,0.046986
1492.176000,0.091253,0.094928,0.075120,0.063955,0.067423,0.047220
1492.658000,0.091412,0.095099,0.075636,0.064291,0.067771,0.047480
1493.140000,0.091580,0.095277,0.076169,0.064649,0.068144,0.047770
1493.622000,0.091749,0.095451,0.076712,0.065025,0.068542,0.048090
1494.104000,0.091905,0.095611,0.077278,0.065428,0.068977,0.048439
1494.586000,0.092043,0.095749,0.077857,0.065850,0.069441,0.048806
1495.068000,0.092155,0.095861,0.078458,0.066294,0.069938,0.049184
1495.550000,0.092243,0.095948,0.079063,0.066745,0.070450,0.049558
1496.032000,0.092309,0.096018,0.079676,0.067199,0.070973,0.049921
1496.515000,0.092364,0.096079,0.080276,0.067638,0.071485,0.050261
1496.997000,0.092414,0.096139,0.080868,0.068063,0.071983,0.050578
1497.479000,0.092469,0.096208,0.081442,0.068463,0.072453,0.050872
1497.961000,0.092534,0.096288,0.082009,0.068847,0.072903,0.051151
1498.443000,0.092613,0.096383,0.082565,0.069215,0.073332,0.051419
1498.925000,0.092706,0.096492,0.083127,0.069580,0.073755,0.051685
1499.407000,0.092816,0.096615,0.083689,0.069943,0.074171,0.051952
1499.890000,0.092939,0.096753,0.084266,0.070317,0.074596,0.052226
1500.372000,0.093077,0.096903,0.084851,0.070698,0.075025,0.052509
1500.854000,0.093227,0.097066,0.085456,0.071097,0.075473,0.052809
1501.336000,0.093390,0.097240,0.086071,0.071507,0.075931,0.053127
1501.818000,0.093565,0.097427,0.086707,0.071937,0.076409,0.053469
1502.300000,0.093753,0.097623,0.087351,0.072378,0.076900,0.053837
1502.782000,0.093950,0.097828,0.088013,0.072840,0.077415,0.054235
1503.264000,0.094153,0.098036,0.088682,0.073319,0.077950,0.054664
1503.747000,0.094354,0.098238,0.089369,0.073828,0.078522,0.055126
1504.229000,0.094541,0.098422,0.090066,0.074365,0.079130,0.055618
1504.711000,0.094699,0.098573,0.090788,0.074944,0.079794,0.056136
1505.193000,0.094814,0.098678,0.091526,0.075557,0.080507,0.056661
1505.675000,0.094880,0.098733,0.092292,0.076206,0.081270,0.057172
1506.157000,0.094906,0.098754,0.093066,0.076859,0.082043,0.057635
1506.639000,0.094918,0.098769,0.093847,0.077496,0.082797,0.058031
1507.121000,0.094954,0.098817,0.094609,0.078083,0.083483,0.058353
1507.604000,0.095037,0.098922,0.095360,0.078619,0.084097,0.058625
1508.086000,0.095178,0.099092,0.096089,0.079105,0.084641,0.058875
1508.568000,0.095369,0.099312,0.096818,0.079569,0.085149,0.059135
1509.050000,0.095593,0.099564,0.097544,0.080023,0.085640,0.059418
1509.532000,0.095831,0.099827,0.098285,0.080488,0.086145,0.059734
1510.014000,0.096070,0.100088,0.099032,0.080966,0.086666,0.060075
1510.496000,0.096298,0.100337,0.099797,0.081466,0.087218,0.060439
1510.979000,0.096513,0.100570,0.100565,0.081979,0.087790,0.060813
1511.460000,0.096713,0.100790,0.101343,0.082508,0.088386,0.061193
1511.943000,0.096903,0.101000,0.102114,0.083039,0.088987,0.061570
1512.425000,0.097087,0.101206,0.102887,0.083573,0.089595,0.061948
1512.907000,0.097271,0.101411,0.103644,0.084095,0.090190,0.062322
1513.389000,0.097454,0.101615,0.104393,0.084610,0.090777,0.062696
1513.871000,0.097636,0.101813,0.105113,0.085104,0.091343,0.063067
1514.353000,0.097808,0.101999,0.105809,0.085581,0.091892,0.063430
1514.835000,0.097962,0.102162,0.106454,0.086024,0.092408,0.063774
1515.318000,0.098088,0.102294,0.107049,0.086436,0.092895,0.064087
1515.800000,0.098184,0.102391,0.107573,0.086799,0.093331,0.064354
1516.282000,0.098247,0.102456,0.108038,0.087117,0.093719,0.064575
1516.764000,0.098294,0.102501,0.108439,0.087383,0.094048,0.064750
1517.246000,0.098336,0.102544,0.108808,0.087617,0.094333,0.064899
1517.728000,0.098393,0.102600,0.109151,0.087823,0.094579,0.065037
1518.210000,0.098469,0.102678,0.109495,0.088026,0.094812,0.065186
1518.692000,0.098565,0.102774,0.109832,0.088226,0.095036,0.065350
1519.175000,0.098663,0.102872,0.110169,0.088436,0.095269,0.065528
1519.657000,0.098746,0.102953,0.110480,0.088642,0.095501,0.065701
1520.139000,0.098792,0.102997,0.110766,0.088843,0.095736,0.065850
1520.621000,0.098794,0.102994,0.111004,0.089017,0.095952,0.065951
1521.103000,0.098756,0.102954,0.111213,0.089165,0.096148,0.065999
1521.585000,0.098705,0.102902,0.111400,0.089279,0.096312,0.066001
1522.067000,0.098673,0.102872,0.111608,0.089383,0.096464,0.065991
1522.549000,0.098684,0.102888,0.111845,0.089485,0.096608,0.065996
1523.031000,0.098744,0.102956,0.112138,0.089609,0.096771,0.066040
1523.514000,0.098844,0.103065,0.112466,0.089755,0.096952,0.066125
1523.996000,0.098963,0.103195,0.112831,0.089929,0.097163,0.066245
1524.478000,0.099084,0.103324,0.113200,0.090115,0.097388,0.066380
1524.960000,0.099189,0.103439,0.113572,0.090313,0.097628,0.066514
1525.442000,0.099278,0.103534,0.113921,0.090506,0.097861,0.066632
1525.924000,0.099351,0.103614,0.114258,0.090696,0.098089,0.066731
1526.406000,0.099423,0.103691,0.114572,0.090874,0.098298,0.066813
1526.888000,0.099504,0.103778,0.114887,0.091053,0.098501,0.066888
1527.371000,0.099601,0.103880,0.115196,0.091227,0.098691,0.066964
1527.853000,0.099713,0.104000,0.115517,0.091408,0.098883,0.067047
1528.335000,0.099840,0.104134,0.115837,0.091587,0.099070,0.067137
1528.817000,0.099973,0.104279,0.116168,0.091771,0.099263,0.067238
1529.299000,0.100113,0.104430,0.116495,0.091951,0.099454,0.067347
1529.781000,0.100257,0.104587,0.116833,0.092138,0.099655,0.067473
1530.263000,0.100406,0.104747,0.117167,0.092327,0.099860,0.067615
1530.746000,0.100554,0.104906,0.117513,0.092528,0.100085,0.067779
1531.228000,0.100697,0.105055,0.117849,0.092732,0.100318,0.067953
1531.710000,0.100820,0.105183,0.118176,0.092942,0.100563,0.068127
1532.192000,0.100915,0.105277,0.118459,0.093132,0.100793,0.068271
1532.674000,0.100974,0.105335,0.118694,0.093295,0.100997,0.068364
1533.156000,0.101007,0.105365,0.118859,0.093408,0.101144,0.068388
1533.638000,0.101031,0.105389,0.118982,0.093480,0.101241,0.068354
1534.120000,0.101073,0.105435,0.119082,0.093518,0.101290,0.068288
1534.603000,0.101153,0.105524,0.119212,0.093556,0.101329,0.068238
1535.085000,0.101280,0.105664,0.119386,0.093611,0.101376,0.068234
1535.567000,0.101448,0.105847,0.119631,0.093706,0.101464,0.068298
1536.049000,0.101644,0.106058,0.119920,0.093837,0.101589,0.068426
1536.531000,0.101847,0.106275,0.120246,0.094004,0.101758,0.068607
1537.013000,0.102041,0.106479,0.120563,0.094187,0.101948,0.068817
1537.495000,0.102205,0.106652,0.120852,0.094376,0.102153,0.069032
1537.977000,0.102330,0.106780,0.121067,0.094545,0.102342,0.069219
1538.459000,0.102403,0.106855,0.121196,0.094684,0.102506,0.069353
1538.942000,0.102428,0.106879,0.121214,0.094764,0.102612,0.069407
1539.424000,0.102410,0.106861,0.121142,0.094784,0.102657,0.069373
1539.906000,0.102370,0.106821,0.120989,0.094730,0.102621,0.069251
1540.388000,0.102329,0.106783,0.120802,0.094620,0.102521,0.069068
1540.870000,0.102310,0.106768,0.120599,0.094461,0.102362,0.068850
1541.352000,0.102325,0.106791,0.120419,0.094285,0.102178,0.068633
1541.834000,0.102379,0.106855,0.120257,0.094101,0.101978,0.068433
1542.316000,0.102466,0.106954,0.120129,0.093932,0.101788,0.068263
1542.799000,0.102575,0.107076,0.120008,0.093767,0.101598,0.068113
1543.281000,0.102692,0.107208,0.119888,0.093609,0.101413,0.067973
1543.763000,0.102805,0.107337,0.119730,0.093432,0.101205,0.067819
1544.245000,0.102905,0.107455,0.119533,0.093233,0.100970,0.067639
1544.727000,0.102994,0.107562,0.119275,0.092995,0.100690,0.067423
1545.209000,0.103078,0.107663,0.118984,0.092735,0.100382,0.067185
1545.691000,0.103169,0.107770,0.118670,0.092457,0.100052,0.066941
1546.174000,0.103273,0.107889,0.118377,0.092193,0.099734,0.066718
1546.656000,0.103393,0.108022,0.118102,0.091944,0.099433,0.066527
1547.138000,0.103523,0.108164,0.117858,0.091723,0.099162,0.066370
1547.620000,0.103653,0.108304,0.117606,0.091505,0.098898,0.066231
1548.102000,0.103771,0.108431,0.117328,0.091282,0.098630,0.066088
1548.584000,0.103871,0.108536,0.116979,0.091022,0.098323,0.065914
1549.066000,0.103952,0.108622,0.116560,0.090725,0.097975,0.065699
1549.548000,0.104024,0.108696,0.116067,0.090383,0.097577,0.065441
1550.031000,0.104098,0.108773,0.115551,0.090024,0.097157,0.065163
1550.513000,0.104188,0.108863,0.115037,0.089663,0.096732,0.064889
1550.995000,0.104297,0.108973,0.114564,0.089326,0.096332,0.064641
1551.477000,0.104422,0.109098,0.114122,0.089009,0.095951,0.064423
1551.959000,0.104549,0.109229,0.113702,0.088711,0.095591,0.064229
1552.441000,0.104669,0.109351,0.113257,0.088405,0.095221,0.064037
1552.923000,0.104769,0.109457,0.112772,0.088084,0.094833,0.063829
1553.405000,0.104851,0.109546,0.112224,0.087734,0.094411,0.063597
1553.887000,0.104921,0.109627,0.111647,0.087371,0.093974,0.063349
1554.370000,0.104995,0.109713,0.111065,0.087008,0.093536,0.063107
1554.852000,0.105088,0.109820,0.110538,0.086680,0.093138,0.062902
1555.334000,0.105210,0.109955,0.110082,0.086397,0.092792,0.062755
1555.816000,0.105356,0.110114,0.109714,0.086173,0.092518,0.062677
1556.298000,0.105517,0.110282,0.109397,0.085993,0.092299,0.062654
1556.780000,0.105666,0.110438,0.109099,0.085841,0.092121,0.062662
1557.262000,0.105777,0.110551,0.108738,0.085673,0.091936,0.062647
1557.744000,0.105818,0.110595,0.108255,0.085445,0.091697,0.062547
1558.227000,0.105774,0.110555,0.107574,0.085093,0.091329,0.062288
1558.709000,0.105656,0.110447,0.106701,0.084593,0.090796,0.061832
1559.191000,0.105512,0.110318,0.105698,0.083955,0.090101,0.061209
1559.673000,0.105404,0.110232,0.104708,0.083262,0.089326,0.060518
1560.155000,0.105380,0.110230,0.103833,0.082593,0.088558,0.059870
1560.637000,0.105449,0.110323,0.103141,0.082016,0.087880,0.059338
1561.119000,0.105598,0.110492,0.102609,0.081542,0.087307,0.058938
1561.602000,0.105796,0.110709,0.102211,0.081167,0.086843,0.058653
1562.083000,0.106018,0.110945,0.101883,0.080859,0.086455,0.058449
1562.566000,0.106237,0.111177,0.101591,0.080597,0.086124,0.058293
1563.048000,0.106439,0.111388,0.101282,0.080344,0.085809,0.058150
1563.530000,0.106612,0.111571,0.100941,0.080087,0.085497,0.057998
1564.012000,0.106759,0.111724,0.100543,0.079807,0.085164,0.057819
1564.494000,0.106886,0.111859,0.100113,0.079512,0.084820,0.057618
1564.976000,0.107010,0.111986,0.099663,0.079208,0.084467,0.057404
1565.458000,0.107141,0.112121,0.099239,0.078920,0.084133,0.057202
1565.941000,0.107287,0.112269,0.098852,0.078656,0.083827,0.057025
1566.423000,0.107444,0.112429,0.098521,0.078428,0.083564,0.056886
1566.905000,0.107606,0.112592,0.098222,0.078225,0.083331,0.056777
1567.387000,0.107757,0.112747,0.097944,0.078041,0.083123,0.056687
1567.869000,0.107886,0.112880,0.097645,0.077851,0.082914,0.056593
1568.351000,0.107985,0.112986,0.097317,0.077650,0.082695,0.056476
1568.833000,0.108056,0.113065,0.096938,0.077420,0.082443,0.056316
1569.315000,0.108108,0.113128,0.096528,0.077169,0.082164,0.056114
1569.798000,0.108159,0.113192,0.096097,0.076895,0.081852,0.055875
1570.280000,0.108228,0.113276,0.095683,0.076621,0.081530,0.055625
1570.762000,0.108329,0.113393,0.095297,0.076352,0.081205,0.055386
1571.244000,0.108467,0.113550,0.094965,0.076110,0.080905,0.055182
1571.726000,0.108643,0.113744,0.094681,0.075896,0.080634,0.055026
1572.208000,0.108846,0.113965,0.094455,0.075725,0.080412,0.054926
1572.690000,0.109068,0.114202,0.094272,0.075592,0.080235,0.054878
1573.172000,0.109292,0.114440,0.094132,0.075502,0.080112,0.054876
1573.655000,0.109503,0.114661,0.094007,0.075438,0.080026,0.054902
1574.137000,0.109683,0.114850,0.093882,0.075392,0.079967,0.054936
1574.619000,0.109819,0.114990,0.093716,0.075333,0.079903,0.054948
1575.101000,0.109901,0.115077,0.093495,0.075247,0.079818,0.054915
1575.583000,0.109938,0.115120,0.093199,0.075113,0.079684,0.054817
1576.065000,0.109952,0.115144,0.092860,0.074942,0.079506,0.054663
1576.547000,0.109976,0.115182,0.092508,0.074746,0.079295,0.054474
1577.030000,0.110037,0.115263,0.092199,0.074561,0.079083,0.054288
1577.511000,0.110152,0.115399,0.091949,0.074397,0.078885,0.054130
1577.994000,0.110315,0.115587,0.091772,0.074271,0.078722,0.054016
1578.476000,0.110514,0.115810,0.091639,0.074170,0.078584,0.053940
1578.958000,0.110731,0.116051,0.091539,0.074093,0.078474,0.053896
1579.440000,0.110950,0.116293,0.091442,0.074024,0.078379,0.053870
1579.922000,0.111162,0.116529,0.091351,0.073966,0.078303,0.053854
1580.404000,0.111363,0.116752,0.091254,0.073912,0.078239,0.053844
1580.886000,0.111550,0.116962,0.091169,0.073873,0.078196,0.053840
1581.369000,0.111730,0.117162,0.091090,0.073840,0.078164,0.053841
1581.851000,0.111903,0.117355,0.091032,0.073822,0.078150,0.053850
1582.333000,0.112072,0.117541,0.090981,0.073807,0.078140,0.053864
1582.815000,0.112237,0.117723,0.090944,0.073800,0.078140,0.053886
1583.297000,0.112400,0.117899,0.090909,0.073795,0.078140,0.053911
1583.779000,0.112560,0.118072,0.090890,0.073801,0.078153,0.053943
1584.261000,0.112720,0.118242,0.090879,0.073816,0.078176,0.053983
1584.743000,0.112881,0.118412,0.090895,0.073851,0.078221,0.054033
1585.226000,0.113045,0.118585,0.090927,0.073901,0.078278,0.054093
1585.708000,0.113212,0.118759,0.090985,0.073970,0.078352,0.054161
1586.190000,0.113379,0.118935,0.091050,0.074044,0.078428,0.054234
1586.672000,0.113542,0.119109,0.091128,0.074126,0.078512,0.054311
1587.154000,0.113699,0.119279,0.091206,0.074209,0.078596,0.054389
1587.636000,0.113848,0.119445,0.091298,0.074302,0.078693,0.054474
1588.118000,0.113990,0.119609,0.091401,0.074404,0.078802,0.054567
1588.600000,0.114128,0.119772,0.091533,0.074526,0.078935,0.054672
1589.083000,0.114267,0.119938,0.091682,0.074660,0.079084,0.054786
1589.565000,0.114408,0.120107,0.091855,0.074810,0.079250,0.054910
1590.047000,0.114554,0.120278,0.092033,0.074962,0.079419,0.055037
1590.529000,0.114702,0.120451,0.092221,0.075120,0.079593,0.055165
1591.011000,0.114852,0.120622,0.092405,0.075275,0.079764,0.055293
1591.493000,0.115002,0.120793,0.092601,0.075440,0.079946,0.055425
1591.975000,0.115151,0.120961,0.092808,0.075613,0.080137,0.055564
1592.458000,0.115299,0.121128,0.093042,0.075803,0.080350,0.055715
1592.939000,0.115446,0.121292,0.093293,0.076003,0.080575,0.055875
1593.422000,0.115588,0.121453,0.093565,0.076214,0.080813,0.056041
1593.904000,0.115727,0.121607,0.093837,0.076422,0.081047,0.056205
1594.386000,0.115859,0.121756,0.094111,0.076627,0.081278,0.056365
1594.868000,0.115985,0.121897,0.094373,0.076823,0.081497,0.056516
1595.350000,0.116107,0.122036,0.094639,0.077021,0.081718,0.056663
1595.832000,0.116227,0.122173,0.094904,0.077219,0.081940,0.056809
1596.314000,0.116347,0.122313,0.095189,0.077432,0.082177,0.056961
1596.797000,0.116470,0.122455,0.095483,0.077650,0.082422,0.057119
1597.279000,0.116594,0.122600,0.095793,0.077879,0.082678,0.057286
1597.761000,0.116717,0.122742,0.096100,0.078107,0.082932,0.057457
1598.243000,0.116834,0.122880,0.096413,0.078337,0.083189,0.057631
1598.725000,0.116945,0.123009,0.096721,0.078566,0.083444,0.057808
1599.207000,0.117050,0.123131,0.097045,0.078808,0.083711,0.057993
1599.689000,0.117151,0.123249,0.097384,0.079062,0.083991,0.058189
1600.171000,0.117251,0.123366,0.097758,0.079342,0.084298,0.058400
1600.654000,0.117353,0.123484,0.098154,0.079637,0.084622,0.058623
1601.136000,0.117455,0.123603,0.098576,0.079948,0.084963,0.058856
1601.618000,0.117558,0.123721,0.099001,0.080259,0.085304,0.059091
1602.100000,0.117657,0.123833,0.099431,0.080570,0.085648,0.059324
1602.582000,0.117752,0.123939,0.099853,0.080874,0.085986,0.059553
1603.064000,0.117840,0.124039,0.100287,0.081186,0.086335,0.059785
1603.546000,0.117926,0.124137,0.100732,0.081505,0.086695,0.060022
1604.028000,0.118012,0.124236,0.101210,0.081848,0.087082,0.060273
1604.510000,0.118100,0.124337,0.101710,0.082207,0.087486,0.060536
1604.993000,0.118189,0.124442,0.102240,0.082586,0.087911,0.060813
1605.475000,0.118278,0.124544,0.102776,0.082971,0.088339,0.061095
1605.957000,0.118360,0.124640,0.103324,0.083364,0.088775,0.061382
1606.439000,0.118433,0.124722,0.103873,0.083760,0.089213,0.061670
1606.921000,0.118496,0.124794,0.104443,0.084172,0.089669,0.061966
1607.403000,0.118552,0.124855,0.105031,0.084599,0.090142,0.062271
1607.885000,0.118605,0.124914,0.105659,0.085054,0.090648,0.062591
1608.367000,0.118660,0.124973,0.106312,0.085526,0.091174,0.062923
1608.850000,0.118716,0.125035,0.106995,0.086015,0.091722,0.063266
1609.332000,0.118774,0.125097,0.107683,0.086504,0.092272,0.063610
1609.814000,0.118828,0.125155,0.108380,0.086997,0.092827,0.063957
1610.296000,0.118877,0.125205,0.109077,0.087488,0.093382,0.064303
1610.778000,0.118920,0.125248,0.109796,0.087994,0.093954,0.064659
1611.260000,0.118964,0.125289,0.110539,0.088517,0.094545,0.065029
1611.742000,0.119014,0.125340,0.111326,0.089070,0.095168,0.065426
1612.225000,0.119080,0.125406,0.112143,0.089643,0.095812,0.065850
1612.707000,0.119165,0.125496,0.112993,0.090237,0.096479,0.066303
1613.189000,0.119266,0.125606,0.113847,0.090834,0.097148,0.066776
1613.671000,0.119375,0.125728,0.114707,0.091438,0.097826,0.067268
1614.153000,0.119477,0.125843,0.115555,0.092042,0.098510,0.067768
1614.635000,0.119555,0.125936,0.116414,0.092665,0.099222,0.068275
1615.117000,0.119594,0.125986,0.117282,0.093310,0.099968,0.068779
1615.599000,0.119582,0.125984,0.118183,0.093991,0.100763,0.069273
1616.082000,0.119523,0.125927,0.119106,0.094692,0.101589,0.069740
1616.564000,0.119430,0.125836,0.120053,0.095404,0.102426,0.070175
1617.046000,0.119333,0.125735,0.120996,0.096097,0.103235,0.070573
1617.528000,0.119260,0.125660,0.121940,0.096766,0.104006,0.070952
1618.010000,0.119232,0.125631,0.122878,0.097407,0.104732,0.071331
1618.492000,0.119256,0.125659,0.123839,0.098047,0.105445,0.071737
1618.974000,0.119328,0.125739,0.124827,0.098697,0.106164,0.072184
1619.456000,0.119436,0.125860,0.125867,0.099382,0.106921,0.072681
1619.938000,0.119562,0.126001,0.126942,0.100100,0.107716,0.073223
1620.421000,0.119686,0.126145,0.128056,0.100855,0.108559,0.073799
1620.903000,0.119789,0.126266,0.129175,0.101631,0.109432,0.074390
1621.385000,0.119857,0.126352,0.130299,0.102429,0.110337,0.074983
1621.867000,0.119881,0.126391,0.131407,0.103232,0.111255,0.075559
1622.349000,0.119866,0.126387,0.132519,0.104050,0.112195,0.076115
1622.831000,0.119825,0.126353,0.133630,0.104871,0.113141,0.076646
1623.313000,0.119779,0.126313,0.134765,0.105700,0.114098,0.077159
1623.796000,0.119749,0.126287,0.135907,0.106518,0.115043,0.077656
1624.278000,0.119746,0.126291,0.137059,0.107323,0.115970,0.078146
1624.760000,0.119773,0.126324,0.138190,0.108094,0.116858,0.078629
1625.242000,0.119822,0.126383,0.139303,0.108840,0.117717,0.079111
1625.724000,0.119880,0.126450,0.140382,0.109560,0.118546,0.079592
1626.206000,0.119935,0.126516,0.141452,0.110275,0.119373,0.080077
1626.688000,0.119978,0.126567,0.142509,0.110988,0.120201,0.080560
1627.170000,0.120004,0.126602,0.143573,0.111712,0.121045,0.081039
1627.653000,0.120015,0.126619,0.144621,0.112428,0.121883,0.081499
1628.135000,0.120015,0.126624,0.145651,0.113128,0.122705,0.081930
1628.617000,0.120010,0.126623,0.146625,0.113782,0.123472,0.082321
1629.099000,0.120010,0.126627,0.147546,0.114391,0.124182,0.082675
1629.581000,0.120019,0.126642,0.148401,0.114946,0.124826,0.083000
1630.063000,0.120045,0.126675,0.149226,0.115475,0.125432,0.083319
1630.545000,0.120090,0.126729,0.150028,0.115988,0.126014,0.083646
1631.027000,0.120153,0.126807,0.150847,0.116512,0.126604,0.084001
1631.510000,0.120232,0.126903,0.151671,0.117043,0.127199,0.084386
1631.992000,0.120317,0.127011,0.152510,0.117587,0.127809,0.084800
1632.474000,0.120398,0.127117,0.153325,0.118120,0.128410,0.085229
1632.956000,0.120462,0.127205,0.154104,0.118639,0.129000,0.085657
1633.438000,0.120491,0.127257,0.154803,0.119119,0.129554,0.086061
1633.920000,0.120472,0.127255,0.155417,0.119562,0.130076,0.086419
1634.402000,0.120396,0.127188,0.155911,0.119948,0.130543,0.086700
1634.885000,0.120263,0.127059,0.156297,0.120277,0.130957,0.086885
1635.366000,0.120091,0.126885,0.156564,0.120529,0.131288,0.086957
1635.849000,0.119909,0.126701,0.156750,0.120709,0.131534,0.086933
1636.331000,0.119751,0.126544,0.156875,0.120813,0.131686,0.086844
1636.813000,0.119644,0.126445,0.156996,0.120877,0.131776,0.086741
1637.295000,0.119598,0.126409,0.157132,0.120919,0.131824,0.086659
1637.777000,0.119606,0.126433,0.157320,0.120976,0.131877,0.086624
1638.259000,0.119654,0.126498,0.157544,0.121055,0.131943,0.086636
1638.741000,0.119723,0.126585,0.157809,0.121168,0.132043,0.086685
1639.224000,0.119794,0.126673,0.158072,0.121292,0.132155,0.086746
1639.706000,0.119852,0.126748,0.158317,0.121417,0.132272,0.086804
1640.188000,0.119889,0.126800,0.158502,0.121515,0.132360,0.086837
1640.670000,0.119906,0.126832,0.158635,0.121584,0.132421,0.086848
1641.152000,0.119912,0.126853,0.158709,0.121618,0.132446,0.086843
1641.634000,0.119922,0.126877,0.158773,0.121645,0.132465,0.086845
1642.116000,0.119946,0.126915,0.158843,0.121677,0.132489,0.086870
1642.598000,0.119992,0.126974,0.158961,0.121741,0.132551,0.086934
1643.081000,0.120054,0.127046,0.159111,0.121832,0.132644,0.087033
1643.563000,0.120122,0.127121,0.159293,0.121950,0.132770,0.087157
1644.045000,0.120174,0.127175,0.159450,0.122064,0.132896,0.087282
1644.527000,0.120191,0.127188,0.159557,0.122157,0.133008,0.087383
1645.009000,0.120155,0.127140,0.159557,0.122197,0.133067,0.087430
1645.491000,0.120059,0.127027,0.159448,0.122181,0.133073,0.087408
1645.973000,0.119907,0.126851,0.159218,0.122095,0.133009,0.087301
1646.455000,0.119722,0.126642,0.158914,0.121959,0.132893,0.087116
1646.938000,0.119533,0.126429,0.158565,0.121776,0.132723,0.086871
1647.420000,0.119374,0.126253,0.158238,0.121577,0.132526,0.086603
1647.902000,0.119271,0.126139,0.157956,0.121373,0.132310,0.086350
1648.384000,0.119239,0.126106,0.157771,0.121198,0.132111,0.086156
1648.866000,0.119279,0.126151,0.157686,0.121068,0.131947,0.086049
1649.348000,0.119385,0.126267,0.157729,0.121016,0.131858,0.086050
1649.830000,0.119538,0.126433,0.157882,0.121043,0.131850,0.086157
1650.313000,0.119711,0.126621,0.158136,0.121158,0.131940,0.086358
1650.794000,0.119864,0.126786,0.158416,0.121327,0.132093,0.086610
1651.277000,0.119941,0.126871,0.158633,0.121500,0.132267,0.086845
1651.759000,0.119876,0.126805,0.158615,0.121573,0.132350,0.086954
1652.241000,0.119619,0.126539,0.158217,0.121438,0.132233,0.086820
1652.723000,0.119177,0.126077,0.157345,0.121008,0.131813,0.086369
1653.205000,0.118638,0.125518,0.156135,0.120326,0.131124,0.085652
1653.687000,0.118139,0.125001,0.154846,0.119525,0.130293,0.084830
1654.169000,0.117784,0.124639,0.153757,0.118780,0.129502,0.084084
1654.652000,0.117597,0.124454,0.152957,0.118167,0.128834,0.083502
1655.134000,0.117545,0.124412,0.152422,0.117698,0.128303,0.083084
1655.616000,0.117567,0.124445,0.152023,0.117308,0.127849,0.082773
1656.098000,0.117609,0.124498,0.151666,0.116952,0.127427,0.082513
1656.580000,0.117631,0.124525,0.151253,0.116574,0.126979,0.082254
1657.062000,0.117615,0.124511,0.150764,0.116167,0.126499,0.081974
1657.544000,0.117560,0.124450,0.150180,0.115721,0.125978,0.081666
1658.026000,0.117474,0.124357,0.149542,0.115260,0.125442,0.081343
1658.509000,0.117373,0.124245,0.148864,0.114788,0.124898,0.081017
1658.991000,0.117268,0.124129,0.148181,0.114324,0.124364,0.080699
1659.473000,0.117161,0.124012,0.147474,0.113852,0.123822,0.080385
1659.955000,0.117048,0.123890,0.146743,0.113366,0.123267,0.080070
1660.437000,0.116918,0.123749,0.145942,0.112840,0.122668,0.079732
1660.919000,0.116762,0.123580,0.145066,0.112268,0.122021,0.079360
1661.401000,0.116572,0.123369,0.144087,0.111634,0.121307,0.078934
1661.883000,0.116348,0.123121,0.143027,0.110948,0.120536,0.078450
1662.365000,0.116096,0.122839,0.141885,0.110205,0.119701,0.077904
1662.848000,0.115827,0.122541,0.140705,0.109423,0.118823,0.077311
1663.330000,0.115557,0.122241,0.139498,0.108606,0.117902,0.076684
1663.812000,0.115299,0.121962,0.138312,0.107783,0.116972,0.076057
1664.294000,0.115064,0.121712,0.137159,0.106968,0.116045,0.075455
1664.776000,0.114861,0.121503,0.136080,0.106197,0.115164,0.074907
1665.258000,0.114688,0.121329,0.135075,0.105478,0.114338,0.074425
1665.740000,0.114541,0.121186,0.134161,0.104829,0.113591,0.074013
1666.222000,0.114406,0.121054,0.133304,0.104232,0.112902,0.073654
1666.705000,0.114264,0.120913,0.132480,0.103671,0.112257,0.073326
1667.187000,0.114091,0.120734,0.131619,0.103097,0.111603,0.072988
1667.669000,0.113867,0.120499,0.130678,0.102476,0.110906,0.072605
1668.151000,0.113580,0.120190,0.129601,0.101767,0.110119,0.072143
1668.633000,0.113234,0.119816,0.128395,0.100969,0.109238,0.071593
1669.115000,0.112845,0.119395,0.127079,0.100089,0.108271,0.070963
1669.597000,0.112446,0.118966,0.125735,0.099176,0.107266,0.070289
1670.080000,0.112066,0.118560,0.124421,0.098263,0.106257,0.069607
1670.562000,0.111729,0.118207,0.123202,0.097395,0.105288,0.068957
1671.044000,0.111442,0.117912,0.122084,0.096575,0.104367,0.068357
1671.526000,0.111203,0.117675,0.121072,0.095815,0.103503,0.067819
1672.008000,0.110999,0.117477,0.120125,0.095095,0.102682,0.067336
